coordinates LeftBoundaryScore RightBoundaryScore TADscore
chr10-800000 0.840637473720699 1.80750664268334 1.80750664268334
chr10-3200000 3.37128810676555 1.46573760435322 3.37128810676555
chr10-4800000 3.37128810676555 2.18725001860568 3.37128810676555
chr10-5400000 0.417032343924252 3.06065978322708 3.06065978322708
chr10-5650000 1.41886147776976 0.744225190100766 1.41886147776976
chr10-7850000 2.3199814603832 0.554805479777629 2.3199814603832
chr10-9300000 3.52147477053445 3.13660845841155 3.52147477053445
chr10-12200000 3.18355477705441 0.692661630147854 3.18355477705441
chr10-12750000 0.490212708961997 2.69990357610085 2.69990357610085
chr10-13100000 1.43038168431205 1.41518475389191 1.43038168431205
chr10-13600000 1.94451480096093 1.11054728262887 1.94451480096093
chr10-14450000 2.52648812306544 0.953084046858057 2.52648812306544
chr10-15000000 -0.750681087824305 2.03535266823674 2.03535266823674
chr10-15200000 1.77555480422091 1.08599422843088 1.77555480422091
chr10-15850000 3.39006143973666 1.83405558565763 3.39006143973666
chr10-16800000 3.40883477270777 3.04167261443096 3.40883477270777
chr10-17350000 0.282299112997341 2.47205755054744 2.47205755054744
chr10-17750000 -2.12459843485443 1.67459646111051 1.67459646111051
chr10-18150000 2.16979479661429 -2.15605808168018 2.16979479661429
chr10-18950000 2.90195478248771 1.43941469309649 2.90195478248771
chr10-20000000 2.50771479009433 2.13028851221733 2.50771479009433
chr10-21050000 1.47373683968989 2.79483942008144 2.79483942008144
chr10-21700000 2.39507479226765 0.36448181417842 2.39507479226765
chr10-22250000 2.37630145929654 2.87078809526591 2.87078809526591
chr10-22800000 1.35293818417143 1.19991724120758 1.35293818417143
chr10-23300000 2.67667478683435 3.02268544563484 3.02268544563484
chr10-23950000 -0.368857263868105 1.59864778592605 1.59864778592605
chr10-24800000 3.29619477488109 3.09863412081931 3.29619477488109
chr10-25350000 1.92574146798982 2.96572393924649 2.96572393924649
chr10-25950000 1.92574146798982 0.117648619828895 1.92574146798982
chr10-26550000 2.28243479444097 2.77585225128532 2.77585225128532
chr10-27650000 0.273688166531841 1.27586591639205 1.27586591639205
chr10-28500000 -0.665514098888892 1.95940399305227 1.95940399305227
chr10-28650000 -0.496018485283806 1.6556092923144 1.6556092923144
chr10-28850000 2.92072811545882 0.630302177324063 2.92072811545882
chr10-29600000 -0.350149087279073 1.3328274227804 1.3328274227804
chr10-30550000 1.04184337830737 1.56067344833381 1.56067344833381
chr10-30900000 2.80808811763215 1.20008993536334 2.80808811763215
chr10-32050000 2.20734146255652 3.00369827683873 3.00369827683873
chr10-33550000 2.58280812197878 0.820173865285236 2.58280812197878
chr10-34900000 1.23441106378868 2.0923141746251 2.0923141746251
chr10-35300000 2.4701681241521 1.38679782837519 2.4701681241521
chr10-35850000 3.31496810785221 2.81382658887755 3.31496810785221
chr10-37150000 1.73800813827868 -0.300069093685686 1.73800813827868
chr10-44100000 2.95827478140105 1.94041682425616 2.95827478140105
chr10-44850000 1.34367137355638 2.26319869379015 2.26319869379015
chr10-45350000 0.768407442795762 2.33914736897462 2.33914736897462
chr10-45650000 2.99582144734328 -0.151236998403724 2.99582144734328
chr10-46200000 -1.55979159512584 2.2062371874018 2.2062371874018
chr10-48750000 -1.77959227325939 2.08093402660252 2.08093402660252
chr10-49300000 1.96328813393204 -1.5848178645259 1.96328813393204
chr10-50100000 2.3199814603832 0.949749110972792 2.3199814603832
chr10-50700000 1.34566108443139 2.79483942008144 2.79483942008144
chr10-51100000 -1.41858988519369 2.98471110804261 2.98471110804261
chr10-51950000 2.07592813175872 -2.06085137882114 2.07592813175872
chr10-52450000 1.3437681458853 2.31639445434346 2.31639445434346
chr10-53150000 1.32499481291419 -0.00147456807947731 1.32499481291419
chr10-53750000 -0.308285155572673 1.40877609796487 1.40877609796487
chr10-54550000 3.10846144516996 1.86446814907169 3.10846144516996
chr10-58650000 -0.477245152312693 1.67459646111051 1.67459646111051
chr10-59850000 0.768407442795762 1.27586591639205 1.27586591639205
chr10-60500000 1.56904814153866 0.145869545257198 1.56904814153866
chr10-61300000 2.33875479335431 0.902508105019364 2.33875479335431
chr10-61800000 1.36254147885642 1.52711266922118 1.52711266922118
chr10-62500000 2.41384812523876 1.06700705963476 2.41384812523876
chr10-63450000 2.37630145929654 1.99737833064451 2.37630145929654
chr10-64000000 -0.288976205736494 2.47205755054744 2.47205755054744
chr10-64150000 2.50771479009433 1.44675043555711 2.50771479009433
chr10-64850000 3.40883477270777 3.11762128961543 3.40883477270777
chr10-65450000 1.55027480856755 3.38344165276107 3.38344165276107
chr10-67850000 0.330008165445181 2.01636549944063 2.01636549944063
chr10-69500000 2.67667478683435 1.94041682425616 2.67667478683435
chr10-70050000 2.30120812741208 2.88977526406202 2.88977526406202
chr10-70650000 1.21360590742288 2.73787791369308 2.73787791369308
chr10-71150000 1.60659480748089 1.16194290361535 1.60659480748089
chr10-71800000 1.51709199506772 2.71889074489697 2.71889074489697
chr10-72100000 1.84225566040148 0.176506138366471 1.84225566040148
chr10-72600000 1.5279517081058 2.0313760319382 2.0313760319382
chr10-73000000 2.22611479552763 1.41518475389191 2.22611479552763
chr10-73550000 1.64414147342312 1.84548098027557 1.84548098027557
chr10-74050000 2.99582144734328 2.31639445434346 2.99582144734328
chr10-74650000 -0.100707259160295 2.39610887536297 2.39610887536297
chr10-74900000 2.09470146472984 -0.243107587297334 2.09470146472984
chr10-75500000 1.14958448011764 2.14927568101345 2.14927568101345
chr10-75950000 3.50270143756334 2.22869647821876 3.50270143756334
chr10-76950000 3.25864810893887 3.38344165276107 3.38344165276107
chr10-78850000 3.33374144082332 2.71889074489697 3.33374144082332
chr10-79450000 -0.147774495804345 2.71889074489697 2.71889074489697
chr10-79750000 3.01459478031439 0.366919544084565 3.01459478031439
chr10-80950000 0.649154825954109 2.6429420697125 2.6429420697125
chr10-81250000 1.40008814479864 0.0812994355074236 1.40008814479864
chr10-82000000 0.348781498416295 1.7695323050911 1.7695323050911
chr10-82350000 1.81310147016314 0.128902786936947 1.81310147016314
chr10-82950000 1.00584815240526 1.48472477314934 1.48472477314934
chr10-85050000 1.73800813827868 -0.489940781646859 1.73800813827868
chr10-85600000 -0.41648161108789 2.56699339452803 2.56699339452803
chr10-88100000 1.41886147776976 1.90244248666392 1.90244248666392
chr10-88350000 1.85064813610536 0.414522895514088 1.85064813610536
chr10-89100000 1.28489754320659 0.0581715691325008 1.28489754320659
chr10-89500000 2.99582144734328 1.3096715841277 2.99582144734328
chr10-90250000 0.322897870636152 2.18725001860568 2.18725001860568
chr10-91500000 2.95827478140105 1.97839116184839 2.95827478140105
chr10-92550000 2.69544811980546 2.37712170656686 2.69544811980546
chr10-93000000 1.8639332380904 1.79813779769509 1.8639332380904
chr10-93650000 2.52648812306544 2.24421152499403 2.52648812306544
